"user_id","category","dq_issue","dq_issue_risk_level"
U1013,p2,null_values_in_billing,minor_business_impact
U1013,p2,null_values_in_internal,minor_internal_impact
U1013,p1,timestamp_difference,major_business_impact
U1013,p1,status_mismatch,major_business_impact
U1013,p3,plan_values_misaligned,minor_internal_impact
U1014,p2,null_values_in_internal,minor_internal_impact
U1014,p1,timestamp_difference,major_business_impact
U1014,p3,status_values_misaligned,minor_internal_impact
U1014,p3,plan_values_misaligned,minor_internal_impact
U1014,p2,null_values_in_billing,minor_business_impact
U1015,p1,status_mismatch,major_business_impact
U1015,p2,null_values_in_billing,minor_business_impact
U1015,p3,plan_values_misaligned,minor_internal_impact
U1015,p2,null_values_in_internal,minor_internal_impact
U1016,p2,null_values_in_internal,minor_internal_impact
U1016,p1,status_mismatch,major_business_impact
U1016,p2,null_values_in_billing,minor_business_impact
U1016,p3,plan_values_misaligned,minor_internal_impact
U1016,p1,timestamp_difference,major_business_impact
U1017,p1,status_mismatch,major_business_impact
U1017,p2,null_values_in_billing,minor_business_impact
U1017,p2,null_values_in_internal,minor_internal_impact
U1017,p3,plan_values_misaligned,minor_internal_impact
U1017,p1,timestamp_difference,major_business_impact
U1018,p3,plan_values_misaligned,minor_internal_impact
U1018,p3,status_values_misaligned,minor_internal_impact
U1018,p2,null_values_in_internal,minor_internal_impact
U1018,p1,timestamp_difference,major_business_impact
U1018,p2,null_values_in_billing,minor_business_impact
U1019,p2,null_values_in_billing,minor_business_impact
U1019,p2,null_values_in_internal,minor_internal_impact
U1019,p3,plan_values_misaligned,minor_internal_impact
U1019,p1,status_mismatch,major_business_impact
U1020,p3,plan_values_misaligned,minor_internal_impact
U1020,p1,timestamp_difference,major_business_impact
U1020,p1,status_mismatch,major_business_impact
U1021,p2,null_values_in_billing,minor_business_impact
U1021,p1,timestamp_difference,major_business_impact
U1021,p3,plan_values_misaligned,minor_internal_impact
U1021,p2,null_values_in_internal,minor_internal_impact
U1021,p1,status_mismatch,major_business_impact
U1022,p2,null_values_in_internal,minor_internal_impact
U1022,p3,plan_values_misaligned,minor_internal_impact
U1022,p1,status_mismatch,major_business_impact
U1022,p1,timestamp_difference,major_business_impact
U1022,p2,null_values_in_billing,minor_business_impact
U1023,p3,plan_values_misaligned,minor_internal_impact
U1023,p1,timestamp_difference,major_business_impact
U1023,p1,status_mismatch,major_business_impact
U1024,p2,null_values_in_internal,minor_internal_impact
U1024,p2,null_values_in_billing,minor_business_impact
U1024,p3,plan_values_misaligned,minor_internal_impact
U1024,p1,status_mismatch,major_business_impact
U1025,p3,status_values_misaligned,minor_internal_impact
U1025,p2,null_values_in_internal,minor_internal_impact
U1025,p3,plan_values_misaligned,minor_internal_impact
U1025,p2,null_values_in_billing,minor_business_impact
U1026,p3,plan_values_misaligned,minor_internal_impact
U1026,p2,null_values_in_billing,minor_business_impact
U1026,p1,timestamp_difference,major_business_impact
U1026,p2,null_values_in_internal,minor_internal_impact
U1026,p1,status_mismatch,major_business_impact
U1027,p2,null_values_in_internal,minor_internal_impact
U1027,p2,null_values_in_billing,minor_business_impact
U1027,p1,status_mismatch,major_business_impact
U1027,p3,plan_values_misaligned,minor_internal_impact
U1028,p2,null_values_in_internal,minor_internal_impact
U1028,p1,timestamp_difference,major_business_impact
U1028,p1,status_mismatch,major_business_impact
U1028,p3,plan_values_misaligned,minor_internal_impact
U1028,p2,null_values_in_billing,minor_business_impact
U1029,p2,null_values_in_internal,minor_internal_impact
U1029,p2,null_values_in_billing,minor_business_impact
U1029,p1,status_mismatch,major_business_impact
U1029,p3,plan_values_misaligned,minor_internal_impact
U1029,p1,timestamp_difference,major_business_impact
U1030,p1,status_mismatch,major_business_impact
U1030,p2,null_values_in_internal,minor_internal_impact
U1030,p1,timestamp_difference,major_business_impact
U1030,p3,plan_values_misaligned,minor_internal_impact
U1030,p2,null_values_in_billing,minor_business_impact
U1031,p2,null_values_in_billing,minor_business_impact
U1031,p3,plan_values_misaligned,minor_internal_impact
U1031,p3,status_values_misaligned,minor_internal_impact
U1031,p2,null_values_in_internal,minor_internal_impact
U1032,p1,timestamp_difference,major_business_impact
U1032,p3,plan_values_misaligned,minor_internal_impact
U1032,p3,status_values_misaligned,minor_internal_impact
U1032,p2,null_values_in_billing,minor_business_impact
U1032,p2,null_values_in_internal,minor_internal_impact
U1033,p2,null_values_in_internal,minor_internal_impact
U1033,p3,status_values_misaligned,minor_internal_impact
U1033,p2,null_values_in_billing,minor_business_impact
U1033,p3,plan_values_misaligned,minor_internal_impact
U1034,p2,null_values_in_billing,minor_business_impact
U1034,p2,null_values_in_internal,minor_internal_impact
U1034,p3,plan_values_misaligned,minor_internal_impact
U1034,p1,status_mismatch,major_business_impact
U1034,p1,timestamp_difference,major_business_impact
U1035,p2,null_values_in_internal,minor_internal_impact
U1035,p3,status_values_misaligned,minor_internal_impact
U1035,p3,plan_values_misaligned,minor_internal_impact
U1035,p1,timestamp_difference,major_business_impact
U1035,p2,null_values_in_billing,minor_business_impact
U1036,p2,null_values_in_internal,minor_internal_impact
U1036,p1,status_mismatch,major_business_impact
U1036,p1,timestamp_difference,major_business_impact
U1036,p3,plan_values_misaligned,minor_internal_impact
U1036,p2,null_values_in_billing,minor_business_impact
U1037,p2,null_values_in_billing,minor_business_impact
U1037,p1,timestamp_difference,major_business_impact
U1037,p1,status_mismatch,major_business_impact
U1037,p3,plan_values_misaligned,minor_internal_impact
U1037,p2,null_values_in_internal,minor_internal_impact
U1038,p1,status_mismatch,major_business_impact
U1038,p1,timestamp_difference,major_business_impact
U1038,p3,plan_values_misaligned,minor_internal_impact
U1039,p2,null_values_in_billing,minor_business_impact
U1039,p2,null_values_in_internal,minor_internal_impact
U1039,p3,status_values_misaligned,minor_internal_impact
U1039,p3,plan_values_misaligned,minor_internal_impact
U1039,p1,timestamp_difference,major_business_impact
U1040,p3,plan_values_misaligned,minor_internal_impact
U1040,p2,null_values_in_internal,minor_internal_impact
U1040,p1,timestamp_difference,major_business_impact
U1040,p2,null_values_in_billing,minor_business_impact
U1040,p1,status_mismatch,major_business_impact
U1041,p1,status_mismatch,major_business_impact
U1041,p2,null_values_in_billing,minor_business_impact
U1041,p3,plan_values_misaligned,minor_internal_impact
U1041,p2,null_values_in_internal,minor_internal_impact
U1042,p2,null_values_in_internal,minor_internal_impact
U1042,p1,status_mismatch,major_business_impact
U1042,p3,plan_values_misaligned,minor_internal_impact
U1042,p1,timestamp_difference,major_business_impact
U1042,p2,null_values_in_billing,minor_business_impact
U1043,p3,plan_values_misaligned,minor_internal_impact
U1043,p1,status_mismatch,major_business_impact
U1044,p3,plan_values_misaligned,minor_internal_impact
U1044,p1,timestamp_difference,major_business_impact
U1044,p1,status_mismatch,major_business_impact
U1045,p2,null_values_in_internal,minor_internal_impact
U1045,p2,null_values_in_billing,minor_business_impact
U1045,p3,plan_values_misaligned,minor_internal_impact
U1045,p3,status_values_misaligned,minor_internal_impact
U1045,p1,timestamp_difference,major_business_impact
U1046,p1,status_mismatch,major_business_impact
U1046,p3,plan_values_misaligned,minor_internal_impact
U1047,p2,null_values_in_internal,minor_internal_impact
U1047,p2,null_values_in_billing,minor_business_impact
U1047,p3,plan_values_misaligned,minor_internal_impact
U1047,p1,timestamp_difference,major_business_impact
U1047,p1,status_mismatch,major_business_impact
U1048,p1,timestamp_difference,major_business_impact
U1048,p3,plan_values_misaligned,minor_internal_impact
U1048,p1,status_mismatch,major_business_impact
U1049,p3,plan_values_misaligned,minor_internal_impact
U1049,p1,status_mismatch,major_business_impact
U1050,p3,status_values_misaligned,minor_internal_impact
U1050,p3,plan_values_misaligned,minor_internal_impact
U1050,p2,null_values_in_billing,minor_business_impact
U1050,p2,null_values_in_internal,minor_internal_impact
U1050,p1,timestamp_difference,major_business_impact
U1051,p1,status_mismatch,major_business_impact
U1051,p3,plan_values_misaligned,minor_internal_impact
U1052,p3,plan_values_misaligned,minor_internal_impact
U1052,p3,status_values_misaligned,minor_internal_impact
U1052,p2,null_values_in_billing,minor_business_impact
U1052,p2,null_values_in_internal,minor_internal_impact
U1053,p1,status_mismatch,major_business_impact
U1053,p2,null_values_in_billing,minor_business_impact
U1053,p2,null_values_in_internal,minor_internal_impact
U1053,p1,timestamp_difference,major_business_impact
U1053,p3,plan_values_misaligned,minor_internal_impact
U1054,p2,null_values_in_internal,minor_internal_impact
U1054,p1,status_mismatch,major_business_impact
U1054,p1,timestamp_difference,major_business_impact
U1054,p2,null_values_in_billing,minor_business_impact
U1054,p3,plan_values_misaligned,minor_internal_impact
U1055,p1,status_mismatch,major_business_impact
U1055,p3,plan_values_misaligned,minor_internal_impact
U1056,p2,null_values_in_internal,minor_internal_impact
U1056,p2,null_values_in_billing,minor_business_impact
U1056,p3,plan_values_misaligned,minor_internal_impact
U1056,p3,status_values_misaligned,minor_internal_impact
U1057,p2,null_values_in_billing,minor_business_impact
U1057,p1,timestamp_difference,major_business_impact
U1057,p3,plan_values_misaligned,minor_internal_impact
U1057,p2,null_values_in_internal,minor_internal_impact
U1057,p1,status_mismatch,major_business_impact
U1058,p2,null_values_in_internal,minor_internal_impact
U1058,p2,null_values_in_billing,minor_business_impact
U1058,p3,plan_values_misaligned,minor_internal_impact
U1058,p3,status_values_misaligned,minor_internal_impact
U1059,p3,plan_values_misaligned,minor_internal_impact
U1059,p1,timestamp_difference,major_business_impact
U1059,p1,status_mismatch,major_business_impact
U1060,p1,status_mismatch,major_business_impact
U1060,p2,null_values_in_billing,minor_business_impact
U1060,p1,timestamp_difference,major_business_impact
U1060,p3,plan_values_misaligned,minor_internal_impact
U1060,p2,null_values_in_internal,minor_internal_impact
U1061,p3,plan_values_misaligned,minor_internal_impact
U1061,p2,null_values_in_internal,minor_internal_impact
U1061,p1,timestamp_difference,major_business_impact
U1061,p1,status_mismatch,major_business_impact
U1061,p2,null_values_in_billing,minor_business_impact
U1062,p2,null_values_in_billing,minor_business_impact
U1062,p2,null_values_in_internal,minor_internal_impact
U1062,p1,status_mismatch,major_business_impact
U1062,p3,plan_values_misaligned,minor_internal_impact
U1063,p1,status_mismatch,major_business_impact
U1063,p2,null_values_in_billing,minor_business_impact
U1063,p2,null_values_in_internal,minor_internal_impact
U1063,p3,plan_values_misaligned,minor_internal_impact
U1064,p3,status_values_misaligned,minor_internal_impact
U1064,p2,null_values_in_billing,minor_business_impact
U1064,p2,null_values_in_internal,minor_internal_impact
U1064,p3,plan_values_misaligned,minor_internal_impact
U1065,p2,null_values_in_internal,minor_internal_impact
U1065,p2,null_values_in_billing,minor_business_impact
U1065,p1,timestamp_difference,major_business_impact
U1065,p1,status_mismatch,major_business_impact
U1065,p3,plan_values_misaligned,minor_internal_impact
U1066,p2,null_values_in_internal,minor_internal_impact
U1066,p1,timestamp_difference,major_business_impact
U1066,p3,plan_values_misaligned,minor_internal_impact
U1066,p2,null_values_in_billing,minor_business_impact
U1066,p1,status_mismatch,major_business_impact
U1067,p2,null_values_in_billing,minor_business_impact
U1067,p2,null_values_in_internal,minor_internal_impact
U1067,p3,plan_values_misaligned,minor_internal_impact
U1067,p1,timestamp_difference,major_business_impact
U1067,p1,status_mismatch,major_business_impact
U1068,p3,plan_values_misaligned,minor_internal_impact
U1068,p2,null_values_in_billing,minor_business_impact
U1068,p3,status_values_misaligned,minor_internal_impact
U1068,p2,null_values_in_internal,minor_internal_impact
U1069,p3,plan_values_misaligned,minor_internal_impact
U1069,p2,null_values_in_billing,minor_business_impact
U1069,p2,null_values_in_internal,minor_internal_impact
U1069,p3,status_values_misaligned,minor_internal_impact
U1069,p1,timestamp_difference,major_business_impact
U1070,p2,null_values_in_billing,minor_business_impact
U1070,p3,plan_values_misaligned,minor_internal_impact
U1070,p2,null_values_in_internal,minor_internal_impact
U1070,p3,status_values_misaligned,minor_internal_impact
U1070,p1,timestamp_difference,major_business_impact
U1071,p3,plan_values_misaligned,minor_internal_impact
U1071,p2,null_values_in_internal,minor_internal_impact
U1071,p2,null_values_in_billing,minor_business_impact
U1071,p1,timestamp_difference,major_business_impact
U1071,p1,status_mismatch,major_business_impact
U1072,p1,status_mismatch,major_business_impact
U1072,p2,null_values_in_billing,minor_business_impact
U1072,p1,timestamp_difference,major_business_impact
U1072,p3,plan_values_misaligned,minor_internal_impact
U1072,p2,null_values_in_internal,minor_internal_impact
U1073,p3,plan_values_misaligned,minor_internal_impact
U1073,p2,null_values_in_billing,minor_business_impact
U1073,p1,timestamp_difference,major_business_impact
U1073,p1,status_mismatch,major_business_impact
U1073,p2,null_values_in_internal,minor_internal_impact
U1074,p3,plan_values_misaligned,minor_internal_impact
U1074,p1,status_mismatch,major_business_impact
U1074,p2,null_values_in_billing,minor_business_impact
U1074,p2,null_values_in_internal,minor_internal_impact
U1075,p1,status_mismatch,major_business_impact
U1075,p2,null_values_in_internal,minor_internal_impact
U1075,p3,plan_values_misaligned,minor_internal_impact
U1075,p1,timestamp_difference,major_business_impact
U1075,p2,null_values_in_billing,minor_business_impact
U1076,p1,status_mismatch,major_business_impact
U1076,p2,null_values_in_internal,minor_internal_impact
U1076,p3,plan_values_misaligned,minor_internal_impact
U1076,p2,null_values_in_billing,minor_business_impact
U1076,p1,timestamp_difference,major_business_impact
U1077,p3,plan_values_misaligned,minor_internal_impact
U1077,p1,status_mismatch,major_business_impact
U1077,p1,timestamp_difference,major_business_impact
U1078,p2,null_values_in_internal,minor_internal_impact
U1078,p3,plan_values_misaligned,minor_internal_impact
U1078,p2,null_values_in_billing,minor_business_impact
U1078,p3,status_values_misaligned,minor_internal_impact
U1079,p1,status_mismatch,major_business_impact
U1079,p3,plan_values_misaligned,minor_internal_impact
U1080,p1,status_mismatch,major_business_impact
U1080,p3,plan_values_misaligned,minor_internal_impact
U1081,p2,null_values_in_billing,minor_business_impact
U1081,p1,timestamp_difference,major_business_impact
U1081,p3,plan_values_misaligned,minor_internal_impact
U1081,p2,null_values_in_internal,minor_internal_impact
U1081,p3,status_values_misaligned,minor_internal_impact
U1082,p3,status_values_misaligned,minor_internal_impact
U1082,p3,plan_values_misaligned,minor_internal_impact
U1082,p2,null_values_in_billing,minor_business_impact
U1082,p1,timestamp_difference,major_business_impact
U1082,p2,null_values_in_internal,minor_internal_impact
U1083,p3,plan_values_misaligned,minor_internal_impact
U1083,p1,timestamp_difference,major_business_impact
U1083,p3,status_values_misaligned,minor_internal_impact
U1083,p2,null_values_in_billing,minor_business_impact
U1083,p2,null_values_in_internal,minor_internal_impact
U1084,p3,plan_values_misaligned,minor_internal_impact
U1084,p1,status_mismatch,major_business_impact
U1084,p1,timestamp_difference,major_business_impact
U1085,p3,status_values_misaligned,minor_internal_impact
U1085,p2,null_values_in_billing,minor_business_impact
U1085,p1,timestamp_difference,major_business_impact
U1085,p2,null_values_in_internal,minor_internal_impact
U1085,p3,plan_values_misaligned,minor_internal_impact
U1086,p1,timestamp_difference,major_business_impact
U1086,p1,status_mismatch,major_business_impact
U1086,p2,null_values_in_billing,minor_business_impact
U1086,p3,plan_values_misaligned,minor_internal_impact
U1086,p2,null_values_in_internal,minor_internal_impact
U1087,p3,plan_values_misaligned,minor_internal_impact
U1087,p1,timestamp_difference,major_business_impact
U1087,p1,status_mismatch,major_business_impact
U1087,p2,null_values_in_internal,minor_internal_impact
U1087,p2,null_values_in_billing,minor_business_impact
U1088,p2,null_values_in_billing,minor_business_impact
U1088,p2,null_values_in_internal,minor_internal_impact
U1088,p1,timestamp_difference,major_business_impact
U1088,p3,status_values_misaligned,minor_internal_impact
U1088,p3,plan_values_misaligned,minor_internal_impact
U1089,p3,status_values_misaligned,minor_internal_impact
U1089,p2,null_values_in_internal,minor_internal_impact
U1089,p2,null_values_in_billing,minor_business_impact
U1089,p3,plan_values_misaligned,minor_internal_impact
U1090,p2,null_values_in_internal,minor_internal_impact
U1090,p1,timestamp_difference,major_business_impact
U1090,p2,null_values_in_billing,minor_business_impact
U1090,p1,status_mismatch,major_business_impact
U1090,p3,plan_values_misaligned,minor_internal_impact
U1091,p3,plan_values_misaligned,minor_internal_impact
U1091,p2,null_values_in_billing,minor_business_impact
U1091,p3,status_values_misaligned,minor_internal_impact
U1091,p1,timestamp_difference,major_business_impact
U1091,p2,null_values_in_internal,minor_internal_impact
U1092,p1,status_mismatch,major_business_impact
U1092,p3,plan_values_misaligned,minor_internal_impact
U1092,p1,timestamp_difference,major_business_impact
U1092,p2,null_values_in_billing,minor_business_impact
U1092,p2,null_values_in_internal,minor_internal_impact
U1093,p1,status_mismatch,major_business_impact
U1093,p2,null_values_in_internal,minor_internal_impact
U1093,p1,timestamp_difference,major_business_impact
U1093,p2,null_values_in_billing,minor_business_impact
U1093,p3,plan_values_misaligned,minor_internal_impact
U1094,p3,plan_values_misaligned,minor_internal_impact
U1094,p2,null_values_in_internal,minor_internal_impact
U1094,p1,timestamp_difference,major_business_impact
U1094,p2,null_values_in_billing,minor_business_impact
U1094,p1,status_mismatch,major_business_impact
U1095,p3,plan_values_misaligned,minor_internal_impact
U1095,p2,null_values_in_billing,minor_business_impact
U1095,p2,null_values_in_internal,minor_internal_impact
U1095,p1,status_mismatch,major_business_impact
U1096,p3,plan_values_misaligned,minor_internal_impact
U1096,p1,timestamp_difference,major_business_impact
U1096,p1,missing_in_billing,major_business_impact
U1096,p1,status_mismatch,major_business_impact
U1096,p2,null_values_in_internal,minor_internal_impact
U1096,p3,status_values_misaligned,minor_internal_impact
U1097,p3,status_values_misaligned,minor_internal_impact
U1097,p1,missing_in_billing,major_business_impact
U1097,p2,null_values_in_internal,minor_internal_impact
U1097,p1,timestamp_difference,major_business_impact
U1097,p3,plan_values_misaligned,minor_internal_impact
U1097,p1,status_mismatch,major_business_impact
U1098,p1,missing_in_billing,major_business_impact
U1098,p3,plan_values_misaligned,minor_internal_impact
U1098,p1,timestamp_difference,major_business_impact
U1098,p3,status_values_misaligned,minor_internal_impact
U1098,p1,status_mismatch,major_business_impact
U1098,p2,null_values_in_internal,minor_internal_impact
U1099,p1,timestamp_difference,major_business_impact
U1099,p2,null_values_in_internal,minor_internal_impact
U1099,p1,status_mismatch,major_business_impact
U1099,p3,status_values_misaligned,minor_internal_impact
U1099,p1,missing_in_billing,major_business_impact
U1099,p3,plan_values_misaligned,minor_internal_impact
U1100,p1,timestamp_difference,major_business_impact
U1100,p3,status_values_misaligned,minor_internal_impact
U1100,p1,status_mismatch,major_business_impact
U1100,p1,missing_in_billing,major_business_impact
U1100,p3,plan_values_misaligned,minor_internal_impact
U1100,p2,null_values_in_internal,minor_internal_impact
U1101,p2,null_values_in_internal,minor_internal_impact
U1101,p1,status_mismatch,major_business_impact
U1101,p3,plan_values_misaligned,minor_internal_impact
U1101,p1,timestamp_difference,major_business_impact
U1101,p1,missing_in_billing,major_business_impact
U1101,p3,status_values_misaligned,minor_internal_impact
U1102,p1,missing_in_billing,major_business_impact
U1102,p3,status_values_misaligned,minor_internal_impact
U1102,p3,plan_values_misaligned,minor_internal_impact
U1102,p2,null_values_in_internal,minor_internal_impact
U1102,p1,status_mismatch,major_business_impact
U1102,p1,timestamp_difference,major_business_impact
U1103,p3,plan_values_misaligned,minor_internal_impact
U1103,p2,null_values_in_internal,minor_internal_impact
U1103,p1,timestamp_difference,major_business_impact
U1103,p3,status_values_misaligned,minor_internal_impact
U1103,p1,missing_in_billing,major_business_impact
U1103,p1,status_mismatch,major_business_impact
U1104,p1,status_mismatch,major_business_impact
U1104,p2,null_values_in_internal,minor_internal_impact
U1104,p1,timestamp_difference,major_business_impact
U1104,p1,missing_in_billing,major_business_impact
U1104,p3,status_values_misaligned,minor_internal_impact
U1104,p3,plan_values_misaligned,minor_internal_impact
U1105,p2,null_values_in_internal,minor_internal_impact
U1105,p1,missing_in_billing,major_business_impact
U1105,p1,timestamp_difference,major_business_impact
U1105,p1,status_mismatch,major_business_impact
U1105,p3,plan_values_misaligned,minor_internal_impact
U1105,p3,status_values_misaligned,minor_internal_impact
U1106,p1,status_mismatch,major_business_impact
U1106,p3,status_values_misaligned,minor_internal_impact
U1106,p1,timestamp_difference,major_business_impact
U1106,p2,null_values_in_billing,minor_business_impact
U1106,p3,plan_values_misaligned,minor_internal_impact
U1106,p1,missing_in_internal,major_business_impact
U1107,p1,missing_in_internal,major_business_impact
U1107,p2,null_values_in_billing,minor_business_impact
U1107,p1,status_mismatch,major_business_impact
U1107,p1,timestamp_difference,major_business_impact
U1107,p3,status_values_misaligned,minor_internal_impact
U1107,p3,plan_values_misaligned,minor_internal_impact
U1108,p1,timestamp_difference,major_business_impact
U1108,p1,missing_in_internal,major_business_impact
U1108,p1,status_mismatch,major_business_impact
U1108,p3,status_values_misaligned,minor_internal_impact
U1108,p2,null_values_in_billing,minor_business_impact
U1108,p3,plan_values_misaligned,minor_internal_impact
U1109,p1,timestamp_difference,major_business_impact
U1109,p3,status_values_misaligned,minor_internal_impact
U1109,p2,null_values_in_billing,minor_business_impact
U1109,p1,status_mismatch,major_business_impact
U1109,p1,missing_in_internal,major_business_impact
U1109,p3,plan_values_misaligned,minor_internal_impact
U1110,p1,timestamp_difference,major_business_impact
U1110,p1,status_mismatch,major_business_impact
U1110,p1,missing_in_internal,major_business_impact
U1110,p3,status_values_misaligned,minor_internal_impact
U1110,p2,null_values_in_billing,minor_business_impact
U1110,p3,plan_values_misaligned,minor_internal_impact
U1111,p3,plan_values_misaligned,minor_internal_impact
U1111,p1,status_mismatch,major_business_impact
U1111,p1,timestamp_difference,major_business_impact
U1111,p2,null_values_in_billing,minor_business_impact
U1111,p3,status_values_misaligned,minor_internal_impact
U1111,p1,missing_in_internal,major_business_impact
U1112,p2,null_values_in_billing,minor_business_impact
U1112,p3,plan_values_misaligned,minor_internal_impact
U1112,p1,timestamp_difference,major_business_impact
U1112,p3,status_values_misaligned,minor_internal_impact
U1112,p1,status_mismatch,major_business_impact
U1112,p1,missing_in_internal,major_business_impact
U1113,p2,null_values_in_billing,minor_business_impact
U1113,p1,timestamp_difference,major_business_impact
U1113,p3,plan_values_misaligned,minor_internal_impact
U1113,p3,status_values_misaligned,minor_internal_impact
U1113,p1,status_mismatch,major_business_impact
U1113,p1,missing_in_internal,major_business_impact
U1114,p2,null_values_in_billing,minor_business_impact
U1114,p3,plan_values_misaligned,minor_internal_impact
U1114,p3,status_values_misaligned,minor_internal_impact
U1115,p3,status_values_misaligned,minor_internal_impact
U1115,p2,null_values_in_internal,minor_internal_impact
U1115,p3,plan_values_misaligned,minor_internal_impact
U1115,p1,timestamp_difference,major_business_impact
U1116,p2,null_values_in_internal,minor_internal_impact
U1116,p3,status_values_misaligned,minor_internal_impact
U1116,p1,timestamp_difference,major_business_impact
U1116,p3,plan_values_misaligned,minor_internal_impact
U1117,p3,plan_values_misaligned,minor_internal_impact
U1117,p2,null_values_in_billing,minor_business_impact
U1117,p3,status_values_misaligned,minor_internal_impact
U1118,p3,plan_values_misaligned,minor_internal_impact
U1118,p3,status_values_misaligned,minor_internal_impact
U1118,p2,null_values_in_billing,minor_business_impact
U1119,p2,null_values_in_internal,minor_internal_impact
U1119,p3,status_values_misaligned,minor_internal_impact
U1119,p1,timestamp_difference,major_business_impact
U1119,p3,plan_values_misaligned,minor_internal_impact
U1120,p2,null_values_in_internal,minor_internal_impact
U1120,p1,timestamp_difference,major_business_impact
U1120,p3,status_values_misaligned,minor_internal_impact
U1120,p3,plan_values_misaligned,minor_internal_impact
U1121,p3,status_values_misaligned,minor_internal_impact
U1121,p3,plan_values_misaligned,minor_internal_impact
U1121,p2,null_values_in_billing,minor_business_impact
U1122,p3,plan_values_misaligned,minor_internal_impact
U1122,p2,null_values_in_internal,minor_internal_impact
U1122,p1,timestamp_difference,major_business_impact
U1122,p3,status_values_misaligned,minor_internal_impact
U1123,p3,plan_values_misaligned,minor_internal_impact
U1123,p3,status_values_misaligned,minor_internal_impact
U1123,p2,null_values_in_billing,minor_business_impact
U1124,p2,null_values_in_billing,minor_business_impact
U1124,p3,plan_values_misaligned,minor_internal_impact
U1124,p3,status_values_misaligned,minor_internal_impact
U1125,p2,null_values_in_internal,minor_internal_impact
U1125,p3,plan_values_misaligned,minor_internal_impact
U1125,p1,timestamp_difference,major_business_impact
U1125,p3,status_values_misaligned,minor_internal_impact
U1126,p2,null_values_in_internal,minor_internal_impact
U1126,p1,status_mismatch,major_business_impact
U1126,p3,plan_values_misaligned,minor_internal_impact
U1126,p2,duplicate_in_internal,major_internal_impact
U1127,p1,status_mismatch,major_business_impact
U1127,p2,duplicate_in_internal,major_internal_impact
U1127,p3,plan_values_misaligned,minor_internal_impact
U1127,p2,null_values_in_internal,minor_internal_impact
U1128,p3,plan_values_misaligned,minor_internal_impact
U1128,p2,duplicate_in_internal,major_internal_impact
U1128,p1,status_mismatch,major_business_impact
U1128,p2,null_values_in_internal,minor_internal_impact
U1129,p3,plan_values_misaligned,minor_internal_impact
U1129,p2,null_values_in_internal,minor_internal_impact
U1129,p2,duplicate_in_internal,major_internal_impact
U1129,p1,status_mismatch,major_business_impact
U1130,p3,plan_values_misaligned,minor_internal_impact
U1130,p2,duplicate_in_internal,major_internal_impact
U1130,p1,status_mismatch,major_business_impact
U1130,p2,null_values_in_internal,minor_internal_impact
U1131,p1,status_mismatch,major_business_impact
U1131,p2,duplicate_in_internal,major_internal_impact
U1131,p3,plan_values_misaligned,minor_internal_impact
U1131,p2,null_values_in_internal,minor_internal_impact
U1132,p2,duplicate_in_internal,major_internal_impact
U1132,p2,null_values_in_internal,minor_internal_impact
U1132,p1,status_mismatch,major_business_impact
U1132,p3,plan_values_misaligned,minor_internal_impact
U1133,p1,status_mismatch,major_business_impact
